label,group,group_definition,n,base_rate_true_positive_rate,predicted_positive_rate,TN,FP,FN,TP,accuracy,precision,recall_TPR,specificity_TNR,FPR,FNR,F1,AUC,base_rate_true_positive_rate_gap_vs_no_identity_mention,predicted_positive_rate_gap_vs_no_identity_mention,accuracy_gap_vs_no_identity_mention,precision_gap_vs_no_identity_mention,recall_TPR_gap_vs_no_identity_mention,FPR_gap_vs_no_identity_mention,FNR_gap_vs_no_identity_mention,F1_gap_vs_no_identity_mention,AUC_gap_vs_no_identity_mention
insult,race_black,identity_term_mention_from_jigsaw_comment_text,253,0.1422924901185771,0.16205533596837945,206,11,6,30,0.932806324110672,0.7317073170731707,0.8333333333333334,0.9493087557603687,0.05069124423963134,0.16666666666666666,0.7792207792207793,0.9754224270353302,0.09656237618526466,0.10785861808398518,-0.04587037704956631,0.0065385610461697885,-0.02609523809523806,0.0350825033447302,0.026095238095238088,-0.007390099440308551,-0.016042510021150647
insult,race_white,identity_term_mention_from_jigsaw_comment_text,187,0.058823529411764705,0.0855614973262032,170,6,1,10,0.9625668449197861,0.625,0.9090909090909091,0.9659090909090909,0.03409090909090909,0.09090909090909091,0.7407407407407406,0.9731404958677686,0.013093415478452275,0.03136477944180893,-0.016109856240452247,-0.10016875602700093,0.04966233766233763,0.018482168196007946,-0.04966233766233766,-0.04587013792034722,-0.018324441188712237
insult,race_arab_middle_eastern,identity_term_mention_from_jigsaw_comment_text,129,0.023255813953488372,0.05426356589147287,122,4,0,3,0.9689922480620154,0.42857142857142855,1.0,0.9682539682539683,0.031746031746031744,0.0,0.6,0.9920634920634921,-0.02247429997982406,6.684800707859595e-05,-0.009684453098222856,-0.2965973274555724,0.14057142857142857,0.016137290851130602,-0.14057142857142857,-0.18661087866108783,0.0005985550070112255
insult,religion_hindu,identity_term_mention_from_jigsaw_comment_text,47,0.02127659574468085,0.0425531914893617,45,1,0,1,0.9787234042553191,0.5,1.0,0.9782608695652174,0.021739130434782608,0.0,0.6666666666666666,1.0,-0.02445351818863158,-0.01164352639503257,4.6703095080813384e-05,-0.22516875602700093,0.14057142857142857,0.006130389539881464,-0.14057142857142857,-0.11994421199442118,0.008535062943519134
insult,religion_jewish,identity_term_mention_from_jigsaw_comment_text,249,0.07228915662650602,0.08032128514056225,226,5,3,15,0.9678714859437751,0.75,0.8333333333333334,0.9783549783549783,0.021645021645021644,0.16666666666666666,0.7894736842105262,0.9894179894179894,0.02655904269319359,0.026124567256167977,-0.01080521521646316,0.024831243972999073,-0.02609523809523806,0.0060362807501205,0.026095238095238088,0.0028628055494384075,-0.0020469476384914476
insult,any_identity_mention,identity_term_mention_from_jigsaw_comment_text,4802,0.06393169512703041,0.07101207830070803,4398,97,63,244,0.9666805497709288,0.7155425219941349,0.7947882736156352,0.9784204671857619,0.021579532814238044,0.20521172638436483,0.7530864197530863,0.9833861728377169,0.01820158119371798,0.016815360416313763,-0.01199615138930954,-0.009626234032865999,-0.06464029781293623,0.0059707919193369,0.06464029781293626,-0.03352445890800149,-0.008078764218763967
insult,religion_christian,identity_term_mention_from_jigsaw_comment_text,377,0.0610079575596817,0.06896551724137931,347,7,4,19,0.9708222811671088,0.7307692307692307,0.8260869565217391,0.980225988700565,0.01977401129943503,0.17391304347826086,0.7755102040816326,0.9848931466470155,0.015277843626369268,0.014768799356985038,-0.007854419993129524,0.0056004747422298,-0.033341614906832295,0.004165270404533886,0.033341614906832295,-0.011100674579455183,-0.006571790409465317
insult,gender_female,identity_term_mention_from_jigsaw_comment_text,1072,0.0625,0.06716417910447761,987,18,13,54,0.9710820895522388,0.75,0.8059701492537313,0.982089552238806,0.01791044776119403,0.19402985074626866,0.776978417266187,0.9811762085096905,0.01676988606668757,0.01296746122008334,-0.0075946116079994574,0.024831243972999073,-0.05345842217484009,0.002301706866292887,0.05345842217484009,-0.009632461394900815,-0.010288728546790415
insult,gender_male,identity_term_mention_from_jigsaw_comment_text,2922,0.049281314168377825,0.05475701574264202,2730,48,32,112,0.972621492128679,0.7,0.7777777777777778,0.9827213822894169,0.017278617710583154,0.2222222222222222,0.7368421052631577,0.9831888448924087,0.003551200235065395,0.0005602978582477519,-0.0060552090315593166,-0.02516875602700097,-0.08165079365079364,0.0016698768156820105,0.08165079365079364,-0.049768773397930066,-0.008276092164072213
insult,all_comments,identity_term_mention_from_jigsaw_comment_text,23936,0.04938168449197861,0.0575701871657754,22372,382,186,996,0.9762700534759359,0.7227866473149492,0.8426395939086294,0.9832117429902435,0.016788257009756526,0.15736040609137056,0.778125,0.9899300537626972,0.0036515705586661826,0.0033734692813811307,-0.002406647684302432,-0.0023821087120516893,-0.016788977519942017,0.0011795161148553824,0.01678897751994199,-0.008485878661087853,-0.0015348832937837065
insult,no_identity_mention,identity_term_mention_from_jigsaw_comment_text,19134,0.04573011393331243,0.05419671788439427,17974,285,123,752,0.9786767011602383,0.7251687560270009,0.8594285714285714,0.9843912591050988,0.015608740894901144,0.14057142857142857,0.7866108786610878,0.9914649370564809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insult,nationality_immigration,identity_term_mention_from_jigsaw_comment_text,83,0.012048192771084338,0.024096385542168676,81,1,0,1,0.9879518072289156,0.5,1.0,0.9878048780487805,0.012195121951219513,0.0,0.6666666666666666,1.0,-0.033681921162228096,-0.030100332342225596,0.009275106068677319,-0.22516875602700093,0.14057142857142857,-0.0034136189436816313,-0.14057142857142857,-0.11994421199442118,0.008535062943519134
insult,disability,identity_term_mention_from_jigsaw_comment_text,90,0.07777777777777778,0.05555555555555555,82,1,3,4,0.9555555555555556,0.8,0.5714285714285714,0.9879518072289156,0.012048192771084338,0.42857142857142855,0.6666666666666666,0.9724612736660929,0.03204766384446535,0.001358837671161281,-0.023121145604682702,0.07483124397299912,-0.28800000000000003,-0.003560548123816806,0.288,-0.11994421199442118,-0.019003663390387948
insult,religion_muslim,identity_term_mention_from_jigsaw_comment_text,170,0.06470588235294118,0.06470588235294118,158,1,1,10,0.9882352941176471,0.9090909090909091,0.9090909090909091,0.9937106918238994,0.006289308176100629,0.09090909090909091,0.9090909090909091,0.9994282447112636,0.018975768419628752,0.010509164468546911,0.009558592957408796,0.18392215306390813,0.04966233766233763,-0.009319432718800515,-0.04966233766233766,0.12248003042982125,0.007963307654782703
insult,race_asian,identity_term_mention_from_jigsaw_comment_text,306,0.0392156862745098,0.032679738562091505,294,0,2,10,0.9934640522875817,1.0,0.8333333333333334,1.0,0.0,0.16666666666666666,0.9090909090909091,0.998015873015873,-0.006514427658802627,-0.021516979322302766,0.014787351127343418,0.2748312439729991,-0.02609523809523806,-0.015608740894901144,0.026095238095238088,0.12248003042982125,0.006550935959392157
obscene,sexuality_lgbtq,identity_term_mention_from_jigsaw_comment_text,179,0.29608938547486036,0.3240223463687151,114,12,7,46,0.8938547486033519,0.7931034482758621,0.8679245283018868,0.9047619047619048,0.09523809523809523,0.1320754716981132,0.8288288288288289,0.9654088050314465,0.24612596956600702,0.2678918979522836,-0.08994372531741746,-0.007641430681307404,-0.031657061656272134,0.08346562301892921,0.031657061656272203,-0.018461811565259834,-0.030144379861230308
obscene,race_latino,identity_term_mention_from_jigsaw_comment_text,33,0.0,0.06060606060606061,31,2,0,0,0.9393939393939394,0.0,0.0,0.9393939393939394,0.06060606060606061,0.0,0.0,,-0.04996341590885335,0.004475612189629122,-0.04440453452682991,-0.8007448789571695,-0.899581589958159,0.04883358838689458,-0.100418410041841,-0.8472906403940887,
obscene,race_white,identity_term_mention_from_jigsaw_comment_text,187,0.053475935828877004,0.09090909090909091,170,7,0,10,0.9625668449197861,0.5882352941176471,1.0,0.96045197740113,0.03954802259887006,0.0,0.7407407407407407,0.9983050847457627,0.003512519920023653,0.034778642492659426,-0.0212316290009833,-0.21250958483952243,0.10041841004184104,0.027775550379704035,-0.100418410041841,-0.10654989965334805,0.002751899853085882
obscene,race_black,identity_term_mention_from_jigsaw_comment_text,253,0.1383399209486166,0.13438735177865613,210,8,9,26,0.932806324110672,0.7647058823529411,0.7428571428571429,0.963302752293578,0.03669724770642202,0.2571428571428571,0.7536231884057971,0.9778505897771953,0.08837650503976326,0.07825690336222464,-0.050992149810097365,-0.03603899660422838,-0.15672444710101607,0.024924775487255996,0.15672444710101613,-0.09366745198829163,-0.017702595115481556
obscene,disability,identity_term_mention_from_jigsaw_comment_text,90,0.03333333333333333,0.044444444444444446,85,2,1,2,0.9666666666666667,0.5,0.6666666666666666,0.9770114942528736,0.022988505747126436,0.3333333333333333,0.5714285714285715,0.9808429118773946,-0.016630082575520018,-0.01168600397198704,-0.017131807254102682,-0.3007448789571695,-0.23291492329149233,0.011216033527960412,0.23291492329149233,-0.27586206896551724,-0.014710273015282271
obscene,religion_christian,identity_term_mention_from_jigsaw_comment_text,377,0.06896551724137931,0.06631299734748011,344,7,8,18,0.9602122015915119,0.72,0.6923076923076923,0.98005698005698,0.019943019943019943,0.3076923076923077,0.7058823529411765,0.9898093359631821,0.01900210133252596,0.010182548931048627,-0.023586272329257474,-0.08074487895716953,-0.20727389765046667,0.008170547723853918,0.20727389765046672,-0.14140828745291223,-0.005743848929494755
obscene,any_identity_mention,identity_term_mention_from_jigsaw_comment_text,4802,0.06476468138275718,0.06747188671386922,4417,74,61,250,0.9718867138692212,0.7716049382716049,0.8038585209003215,0.9835226007570697,0.016477399242930305,0.19614147909967847,0.7874015748031495,0.9888515867032386,0.014801265473903827,0.011341438297437736,-0.011911760051548148,-0.02913994068556458,-0.09572306905783745,0.00470492702376428,0.09572306905783746,-0.059889065590939206,-0.006701598189438274
obscene,gender_male,identity_term_mention_from_jigsaw_comment_text,2922,0.05167693360711841,0.05475701574264202,2729,42,33,118,0.9743326488706365,0.7375,0.7814569536423841,0.9848430169613858,0.015156983038614218,0.2185430463576159,0.7588424437299035,0.9855504384340175,0.0017135176982650616,-0.0013734326737894625,-0.009465825050132826,-0.06324487895716946,-0.11812463631577486,0.0033845108194481936,0.1181246363157749,-0.08844819666418524,-0.010002746458659395
obscene,gender_female,identity_term_mention_from_jigsaw_comment_text,1072,0.07182835820895522,0.07555970149253731,981,14,10,67,0.9776119402985075,0.8271604938271605,0.8701298701298701,0.985929648241206,0.01407035175879397,0.12987012987012986,0.8481012658227849,0.9865692096847878,0.021864942300101872,0.019429253076105824,-0.006186533622261847,0.026415614869991,-0.02945171982828887,0.0022978795396279457,0.029451719828288855,0.0008106254286961434,-0.008983975207889072
obscene,race_asian,identity_term_mention_from_jigsaw_comment_text,306,0.026143790849673203,0.0392156862745098,294,4,0,8,0.9869281045751634,0.6666666666666666,1.0,0.9865771812080537,0.013422818791946308,0.0,0.8,1.0,-0.023819625059180147,-0.016914762141921683,0.003129630654394089,-0.13407821229050287,0.10041841004184104,0.0016503465727802837,-0.100418410041841,-0.0472906403940887,0.004446815107323143
obscene,religion_jewish,identity_term_mention_from_jigsaw_comment_text,249,0.0642570281124498,0.04819277108433735,230,3,7,9,0.9598393574297188,0.75,0.5625,0.9871244635193133,0.012875536480686695,0.4375,0.6428571428571429,0.9656652360515021,0.014293612203596442,-0.007937677332094134,-0.023959116491050536,-0.050744878957169504,-0.33708158995815896,0.0011030642615206705,0.337081589958159,-0.20443349753694584,-0.02988794884117474
obscene,all_comments,identity_term_mention_from_jigsaw_comment_text,23936,0.05293282085561497,0.0584057486631016,22381,288,157,1110,0.981408756684492,0.7939914163090128,0.8760852407261247,0.9872954254709074,0.012704574529092594,0.1239147592738753,0.8330206378986866,0.9943792347667818,0.0029694049467616224,0.002275300246670116,-0.0023897172362773444,-0.006753462648156683,-0.023496349232034253,0.0009321023099265694,0.023496349232034294,-0.014270002495402112,-0.0011739501258950513
obscene,no_identity_mention,identity_term_mention_from_jigsaw_comment_text,19134,0.04996341590885335,0.056130448416431486,17964,214,96,860,0.9837984739207694,0.8007448789571695,0.899581589958159,0.988227527780834,0.011772472219166025,0.100418410041841,0.8472906403940887,0.9955531848926769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obscene,race_arab_middle_eastern,identity_term_mention_from_jigsaw_comment_text,129,0.031007751937984496,0.031007751937984496,124,1,1,3,0.9844961240310077,0.75,0.75,0.992,0.008,0.25,0.75,0.998,-0.018955663970868855,-0.02512269647844699,0.0006976501102383681,-0.050744878957169504,-0.14958158995815896,-0.0037724722191660245,0.149581589958159,-0.09729064039408875,0.0024468151073231414
obscene,religion_muslim,identity_term_mention_from_jigsaw_comment_text,170,0.052941176470588235,0.058823529411764705,160,1,0,9,0.9941176470588236,0.9,1.0,0.9937888198757764,0.006211180124223602,0.0,0.9473684210526316,1.0,0.0029777605617348837,0.002693080995333219,0.010319173138054194,0.09925512104283052,0.10041841004184104,-0.005561292094942423,-0.100418410041841,0.10007778065854289,0.004446815107323143
obscene,nationality_immigration,identity_term_mention_from_jigsaw_comment_text,83,0.024096385542168676,0.024096385542168676,81,0,0,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.025867030366684675,-0.03203406287426281,0.016201526079230644,0.1992551210428305,0.10041841004184104,-0.011772472219166025,-0.100418410041841,0.15270935960591125,0.004446815107323143
obscene,religion_hindu,identity_term_mention_from_jigsaw_comment_text,47,0.0425531914893617,0.02127659574468085,45,0,1,1,0.9787234042553191,1.0,0.5,1.0,0.0,0.5,0.6666666666666666,0.9888888888888888,-0.00741022441949165,-0.03485385267175063,-0.005075069665450238,0.1992551210428305,-0.39958158995815896,-0.011772472219166025,0.399581589958159,-0.18062397372742212,-0.0066642960037880394
severe_toxic,sexuality_lgbtq,identity_term_mention_from_jigsaw_comment_text,179,0.0782122905027933,0.10614525139664804,155,10,5,9,0.9162011173184358,0.47368421052631576,0.6428571428571429,0.9393939393939394,0.06060606060606061,0.35714285714285715,0.5454545454545454,0.9567099567099568,0.06864816381731195,0.09344534547002528,-0.07292818131227397,0.025124539744422747,0.04722872755659646,0.05353519363334149,-0.047228727556596406,0.03371745625266753,-0.035546460688608894
severe_toxic,race_black,identity_term_mention_from_jigsaw_comment_text,253,0.023715415019762844,0.06324110671936758,237,10,0,6,0.9604743083003953,0.375,1.0,0.9595141700404858,0.04048582995951417,0.0,0.5454545454545454,0.9885290148448043,0.014151288334281501,0.05054120079274482,-0.02865499033031449,-0.07355967078189302,0.40437158469945356,0.033414962986795055,-0.40437158469945356,0.03371745625266753,-0.003727402553761472
severe_toxic,race_white,identity_term_mention_from_jigsaw_comment_text,187,0.0053475935828877,0.03208556149732621,181,5,0,1,0.9732620320855615,0.16666666666666666,1.0,0.9731182795698925,0.026881720430107527,0.0,0.2857142857142857,0.989247311827957,-0.0042165331025936425,0.01938565557070344,-0.01586726654514825,-0.28189300411522633,0.40437158469945356,0.019810853457388408,-0.40437158469945356,-0.22602280348759218,-0.003009105570608739
severe_toxic,religion_hindu,identity_term_mention_from_jigsaw_comment_text,47,0.0,0.02127659574468085,46,1,0,0,0.9787234042553191,0.0,0.0,0.9787234042553191,0.02127659574468085,0.0,0.0,,-0.009564126685481343,0.008576689818058085,-0.010405894375390634,-0.448559670781893,-0.5956284153005464,0.014205728771961733,-0.40437158469945356,-0.5117370892018779,
severe_toxic,religion_muslim,identity_term_mention_from_jigsaw_comment_text,170,0.011764705882352941,0.029411764705882353,165,3,0,2,0.9823529411764705,0.4,1.0,0.9821428571428571,0.017857142857142856,0.0,0.5714285714285715,0.9910714285714286,0.0022005791968715983,0.016711858779259587,-0.006776357454239212,-0.048559670781892994,0.40437158469945356,0.010786275884423739,-0.40437158469945356,0.059691482226693626,-0.0011849888271371345
severe_toxic,disability,identity_term_mention_from_jigsaw_comment_text,90,0.0,0.011111111111111112,89,1,0,0,0.9888888888888889,0.0,0.0,0.9888888888888889,0.011111111111111112,0.0,0.0,,-0.009564126685481343,-0.001588794815511654,-0.00024040974182082397,-0.448559670781893,-0.5956284153005464,0.004040244138391994,-0.40437158469945356,-0.5117370892018779,
severe_toxic,religion_christian,identity_term_mention_from_jigsaw_comment_text,377,0.010610079575596816,0.015915119363395226,369,4,2,2,0.9840848806366048,0.3333333333333333,0.5,0.9892761394101877,0.010723860589812333,0.5,0.4,0.977882037533512,0.0010459528901154737,0.00321521343677246,-0.005044417994104933,-0.1152263374485597,-0.09562841530054644,0.0036529936170932153,0.09562841530054644,-0.11173708920187786,-0.014374379865053744
severe_toxic,race_asian,identity_term_mention_from_jigsaw_comment_text,306,0.00980392156862745,0.0196078431372549,300,3,0,3,0.9901960784313726,0.5,1.0,0.9900990099009901,0.009900990099009901,0.0,0.6666666666666666,0.9922992299229924,0.0002397948831461081,0.006907937210632136,0.0010667798006628315,0.051440329218106984,0.40437158469945356,0.0028301231262907837,-0.40437158469945356,0.15492957746478875,4.281252442661643e-05
severe_toxic,gender_female,identity_term_mention_from_jigsaw_comment_text,1072,0.021455223880597014,0.022388059701492536,1039,10,9,14,0.9822761194029851,0.5833333333333334,0.6086956521739131,0.990467111534795,0.009532888465204958,0.391304347826087,0.5957446808510638,0.9819704065984167,0.011891097195115672,0.00968815377486977,-0.0068531792277246595,0.13477366255144035,0.013067236873366639,0.0024620214924858403,-0.013067236873366583,0.08400759164918592,-0.010286010800149015
severe_toxic,any_identity_mention,identity_term_mention_from_jigsaw_comment_text,4802,0.011661807580174927,0.017284464806330696,4702,44,17,39,0.9872969596001666,0.46987951807228917,0.6964285714285714,0.9907290349768226,0.009270965023177412,0.30357142857142855,0.5611510791366906,0.9873126241647101,0.002097680894693584,0.0045845588797079305,-0.0018323390305431397,0.021319847290396154,0.10080015612802495,0.002200098050458295,-0.10080015612802501,0.04941398993481272,-0.004943793233855631
severe_toxic,all_comments,identity_term_mention_from_jigsaw_comment_text,23936,0.009984959893048128,0.013619652406417113,23519,178,91,148,0.9887616978609626,0.4539877300613497,0.6192468619246861,0.9924885006540912,0.007511499345908765,0.3807531380753138,0.5238938053097345,0.991371010189133,0.0004208332075667856,0.0009197464797943474,-0.00036760076974717837,0.005428059279456665,0.0236184466241397,0.0004406323731896474,-0.023618446624139755,0.012156716107856624,-0.0008854072094327536
severe_toxic,no_identity_mention,identity_term_mention_from_jigsaw_comment_text,19134,0.009564126685481343,0.012699905926622766,18817,134,74,109,0.9891292986307098,0.448559670781893,0.5956284153005464,0.9929291330272809,0.007070866972719117,0.40437158469945356,0.5117370892018779,0.9922564173985657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
severe_toxic,religion_jewish,identity_term_mention_from_jigsaw_comment_text,249,0.012048192771084338,0.012048192771084338,245,1,1,2,0.9919678714859438,0.6666666666666666,0.6666666666666666,0.9959349593495935,0.0040650406504065045,0.3333333333333333,0.6666666666666666,0.986449864498645,0.0024840660856029952,-0.0006517131555384276,0.002838572855234034,0.2181069958847736,0.07103825136612019,-0.003005826322312613,-0.07103825136612024,0.15492957746478875,-0.005806552899920714
severe_toxic,gender_male,identity_term_mention_from_jigsaw_comment_text,2922,0.006502395619438741,0.00787132101300479,2892,11,7,12,0.9938398357289527,0.5217391304347826,0.631578947368421,0.9962108163968308,0.0037891836031691355,0.3684210526315789,0.5714285714285715,0.9847344851968018,-0.0030617310660426018,-0.004828584913617975,0.004710537098242984,0.07317945965288958,0.035950532067874574,-0.003281683369549982,-0.03595053206787463,0.059691482226693626,-0.007521932201763892
severe_toxic,race_arab_middle_eastern,identity_term_mention_from_jigsaw_comment_text,129,0.0,0.0,129,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.009564126685481343,-0.012699905926622766,0.010870701369290248,-0.448559670781893,-0.5956284153005464,-0.007070866972719117,-0.40437158469945356,-0.5117370892018779,
